AverageQ,AveragePolicySurr,StdEsReturn,MaxReturn,AverageAbsY,QFunRegParamNorm,AverageAbsQ,MinEsReturn,Epoch,Iteration,MinReturn,PolicyRegParamNorm,AverageAction,AverageEsReturn,AverageReturn,AverageY,AverageDiscountedReturn,StdReturn,AverageQLoss,AverageAbsQYDiff,MaxEsReturn
19.2792,-19.3841,0.0,2779.54998996,19.2793355191,91.0567,19.2792,374.096647207,622,622,452.900845323,91.5902,0.998249,374.096647207,1970.04685308,19.2793266649,194.960184652,833.186772119,0.388558,0.213223690197,374.096647207
19.4894,-19.5965,0.0,2907.90096541,19.4895429836,91.1299,19.4894,565.98098482,623,623,735.361351731,91.5946,0.998029,565.98098482,1869.78281035,19.4895236984,219.16979689,850.338343285,0.339845,0.210797636612,565.98098482
19.3164,-19.423,0.0,2326.05262199,19.3171062802,91.1861,19.3164,1871.00211886,624,624,-225.289618699,91.6557,0.998487,1871.00211886,1719.86397848,19.3170815025,170.636689882,808.229791257,0.747762,0.247393263093,1871.00211886
19.3203,-19.4295,0.0,2613.25108458,19.3200643549,91.2568,19.3203,779.798511561,625,625,45.2378840185,91.7104,0.998107,779.798511561,1850.96368628,19.3200314711,188.546994564,956.483434004,0.447943,0.220831473413,779.798511561
19.4117,-19.5164,0.0,2445.25380686,19.4125135647,91.3254,19.4118,1649.45118983,626,626,-72.7953627583,91.8401,0.9978,1649.45118983,789.295934933,19.412493662,181.308388857,627.900549976,0.452849,0.220888697225,1649.45118983
19.4072,-19.5141,0.0,2460.20448177,19.4080352749,91.3809,19.4072,542.060087427,627,627,28.2601489081,91.9214,0.998166,542.060087427,1453.98780534,19.4080160044,184.135376685,936.56122016,0.419803,0.213690912644,542.060087427
19.2771,-19.3754,0.0,2344.62922671,19.2770349712,91.4294,19.2771,1649.28257793,628,628,646.993368034,91.979,0.997907,1649.28257793,1647.30275319,19.2770218916,181.952756215,615.237272629,0.405182,0.211394359852,1649.28257793
19.366,-19.4636,0.0,2792.38910989,19.3658959355,91.4924,19.366,1352.96589717,629,629,566.061661091,92.0741,0.998137,1352.96589717,1773.15559123,19.3658570527,220.840397765,843.384003157,0.374625,0.210521880662,1352.96589717
19.3561,-19.4529,0.0,2635.51056793,19.3559828555,91.541,19.3561,775.289867201,630,630,559.674076998,92.1806,0.99813,775.289867201,2129.12285427,19.3559677273,202.290850712,652.789429906,0.41481,0.212563163554,775.289867201
19.262,-19.3651,0.0,2341.14845963,19.2626706357,91.5966,19.262,1028.65187205,631,631,1366.8950955,92.2138,0.997852,1028.65187205,2134.7138289,19.2626506014,186.087675918,266.308162309,0.46505,0.213504319448,1028.65187205
19.4403,-19.5474,0.0,2492.75482583,19.4411379363,91.6995,19.4403,1680.12515906,632,632,687.591475669,92.2485,0.998133,1680.12515906,1803.11773375,19.4411076957,195.783794726,633.293231029,0.495122,0.224894762329,1680.12515906
19.3647,-19.4632,0.0,2287.53616063,19.3651798489,91.7501,19.3647,-190.195679281,633,633,1925.7811672,92.268,0.997862,-190.195679281,2135.5825611,19.3651451604,169.438078697,122.469903844,0.440932,0.216464428566,-190.195679281
19.3533,-19.4466,0.0,2388.33076135,19.3533172428,91.8208,19.3533,866.824131521,634,634,479.087923547,92.3277,0.998004,866.824131521,1950.05656193,19.3532902795,184.848693579,537.363400203,0.407069,0.21625976634,866.824131521
19.3314,-19.4241,0.0,1846.89664614,19.3320253478,91.9065,19.3314,981.71152198,635,635,435.8500917,92.3309,0.997418,981.71152198,1517.95284592,19.3320021263,155.189960696,401.003704022,0.404304,0.222406495657,981.71152198
19.2355,-19.3219,0.0,2172.80005939,19.2351850111,91.9935,19.2355,1576.75796072,636,636,448.358482108,92.3804,0.997265,1576.75796072,1849.28097643,19.2351418874,164.727802853,476.837122008,0.38603,0.218450134577,1576.75796072
19.3108,-19.4006,0.0,2448.61287484,19.3106814064,92.0637,19.3108,1506.64446725,637,637,1694.03806585,92.4613,0.997028,1506.64446725,2244.8155141,19.310652985,194.780125312,215.092142167,0.610385,0.233581366386,1506.64446725
19.307,-19.4068,0.0,2452.24366035,19.3073524221,92.1113,19.307,524.071778432,638,638,873.9678278,92.515,0.998155,524.071778432,1963.72077443,19.307328556,182.239675623,392.891122875,0.468964,0.223505633981,524.071778432
19.3163,-19.4201,0.0,2695.56140168,19.3162836391,92.1681,19.3163,1322.39641714,639,639,404.694869612,92.6956,0.998436,1322.39641714,2188.57870983,19.3162567223,199.505645289,616.4834428,0.504066,0.22174746763,1322.39641714
19.3074,-19.4239,0.0,2692.41685833,19.3077468452,92.2177,19.3074,1807.31435516,640,640,1134.18208399,92.7828,0.998438,1807.31435516,2309.87135518,19.3077238857,225.102679929,515.518870919,0.351695,0.21007412063,1807.31435516
19.3376,-19.4524,0.0,2785.35864945,19.338675228,92.3225,19.3376,1855.46683582,641,641,971.856195004,92.8594,0.997958,1855.46683582,2418.20957253,19.3386446197,223.403871192,535.997298074,0.50792,0.224150299987,1855.46683582
19.3089,-19.4231,0.0,3081.11886109,19.3099113142,92.3873,19.3089,587.848859672,642,642,549.538507798,92.9468,0.998199,587.848859672,2340.00905247,19.3099045879,235.806855457,845.350689656,0.484834,0.225113048084,587.848859672
19.3312,-19.4376,0.0,2948.33410109,19.3313427138,92.4803,19.3312,890.742494252,643,643,1100.03533321,93.0127,0.998162,890.742494252,2213.77929963,19.3313264367,221.820929908,572.099999774,0.496697,0.2271921515,890.742494252
19.3893,-19.4979,0.0,3049.84430012,19.3901620932,92.563,19.3893,1665.91475626,644,644,572.095457839,93.1025,0.998352,1665.91475626,2510.37894937,19.3901378811,233.955834459,746.481619129,0.505392,0.232155868361,1665.91475626
19.4153,-19.5231,0.0,2695.09519804,19.4150055887,92.6015,19.4154,1850.28038803,645,645,1157.80732232,93.124,0.998301,1850.28038803,2176.65138215,19.4149854617,216.606303426,612.841316047,0.3538,0.217046010762,1850.28038803
19.2677,-19.3794,0.0,2552.34389992,19.2679510511,92.7067,19.2677,818.951142227,646,646,195.828226098,93.2835,0.998006,818.951142227,1789.66808897,19.2679257947,204.55567918,674.254260299,0.467574,0.222626721668,818.951142227
19.332,-19.4362,0.0,2592.70431867,19.3330417694,92.7596,19.332,1751.83676084,647,647,844.074949147,93.2622,0.998005,1751.83676084,1920.05382997,19.3330258265,205.779393306,639.088428473,0.586252,0.23151304016,1751.83676084
19.4379,-19.5442,0.0,2045.52698114,19.4380814977,92.8321,19.4379,1328.90334589,648,648,310.025129408,93.3172,0.998128,1328.90334589,1716.43245684,19.4380375158,153.125944211,476.724500198,0.516502,0.22935664303,1328.90334589
19.3317,-19.4358,0.0,1298.37957959,19.3321807174,92.9073,19.3317,1343.83735684,649,649,1058.81474473,93.3757,0.997889,1343.83735684,1199.48139267,19.3321356215,100.403865805,76.0313834495,0.496739,0.225860427493,1343.83735684
19.4861,-19.5835,0.0,1805.26295515,19.4863228463,92.9297,19.4861,746.668198716,650,650,1673.77279573,93.4251,0.997865,746.668198716,1735.40189539,19.4863053391,146.70598437,41.7809895131,0.388133,0.21719524866,746.668198716
19.2687,-19.3586,0.0,1603.11312181,19.2693578848,93.0599,19.2687,1181.1318091,651,651,1287.40415085,93.483,0.998085,1181.1318091,1424.30380204,19.2693205452,126.610909781,90.4324597886,0.501662,0.226817381132,1181.1318091
19.2739,-19.3575,0.0,1835.49268966,19.2740104187,93.1197,19.2739,811.223464071,652,652,1312.88450942,93.549,0.998275,811.223464071,1624.11255471,19.2739849977,132.907195399,138.343462841,0.384867,0.212623530699,811.223464071
19.357,-19.4349,0.0,1850.91493414,19.3574754169,93.171,19.357,464.231327608,653,653,-318.131038424,93.6283,0.998596,464.231327608,1145.98001437,19.3574694814,142.630901719,680.059616245,0.356967,0.219281845477,464.231327608
19.3504,-19.4136,0.0,1818.33208529,19.350909724,93.2265,19.3504,1161.72055636,654,654,-132.793037181,93.6744,0.998945,1161.72055636,1336.37392313,19.3508701724,128.552085338,585.037823658,0.508481,0.224662359065,1161.72055636
19.1738,-19.2375,0.0,1997.51442085,19.1738121647,93.2529,19.1738,561.378015202,655,655,-437.416648107,93.7537,0.999028,561.378015202,1219.11367231,19.1737889654,139.161056735,757.193454073,0.313246,0.201776106651,561.378015202
19.1864,-19.2571,0.0,1607.94894732,19.1867762032,93.325,19.1864,1347.02837226,656,656,545.981303823,93.8243,0.998259,1347.02837226,1334.11708166,19.1867682771,120.890590447,288.701237533,0.489659,0.222480837374,1347.02837226
19.1382,-19.2128,0.0,2157.33040776,19.1383055104,93.2981,19.1382,679.579793802,657,657,688.299300981,93.999,0.998363,679.579793802,1812.14693061,19.1382782628,181.652289274,430.701390968,0.404499,0.215327327769,679.579793802
19.1613,-19.2407,0.0,2250.11944898,19.1619541936,93.3385,19.1613,1190.62608673,658,658,400.419272625,94.0492,0.998429,1190.62608673,1183.74890243,19.1619392471,174.447557339,636.372377472,0.496457,0.216758406469,1190.62608673
19.0473,-19.1273,0.0,2003.33363763,19.0485118928,93.3803,19.0473,1449.36970797,659,659,277.122895702,94.0454,0.998497,1449.36970797,1169.9549635,19.0484841055,168.386509571,575.931517079,0.473972,0.223196280028,1449.36970797
19.0229,-19.1031,0.0,2360.02890674,19.0225470066,93.4551,19.023,964.129923722,660,660,407.389090558,94.1344,0.99875,964.129923722,1588.44917719,19.022507395,178.942856152,753.5873297,0.39426,0.211107526848,964.129923722
18.9734,-19.0779,0.0,2969.00670765,18.9737545176,93.5485,18.9734,1562.60476651,661,661,442.579980375,94.3405,0.998691,1562.60476651,2316.33726538,18.9737236114,203.839222433,918.683964272,0.406542,0.21695979864,1562.60476651
19.232,-19.3443,0.0,2530.78640466,19.2320126446,93.6442,19.232,1733.21546424,662,662,529.013115609,94.3484,0.998507,1733.21546424,1459.31575253,19.2319935953,194.779625917,769.02839273,0.442188,0.226989510208,1733.21546424
19.1869,-19.2973,0.0,2635.66425554,19.1870263716,93.7057,19.1869,1699.33046526,663,663,829.619733283,94.4707,0.998551,1699.33046526,1776.43823135,19.1870038415,207.757596646,749.609270326,0.348903,0.210141307793,1699.33046526
19.1528,-19.2616,0.0,2751.0195542,19.1525663202,93.7368,19.1528,1815.99637697,664,664,572.016695501,94.4673,0.998968,1815.99637697,1673.53909371,19.1525455764,181.441327487,882.83648581,0.377798,0.214758443631,1815.99637697
19.2358,-19.3447,0.0,3023.46989281,19.2367331577,93.8102,19.2358,505.690055862,665,665,764.175414512,94.5073,0.998585,505.690055862,1834.67807406,19.2367171422,223.569035305,644.487882096,0.486764,0.221417237791,505.690055862
19.1626,-19.2767,0.0,3094.36339981,19.1633750045,93.8706,19.1626,1899.79853151,666,666,2787.73938584,94.5895,0.998463,1899.79853151,2976.73293878,19.1633355098,235.261017456,96.4680274518,0.566162,0.229689270691,1899.79853151
19.1598,-19.2718,0.0,3266.37593303,19.1593748011,93.9563,19.1598,357.241813705,667,667,437.518740171,94.6315,0.99879,357.241813705,2656.2254812,19.1593475026,236.976111924,765.635602146,0.531626,0.224158833859,357.241813705
19.1705,-19.287,0.0,2379.83203408,19.1717031256,94.0486,19.1705,1900.64360056,668,668,-116.275805627,94.7326,0.998968,1900.64360056,1371.72918031,19.1716640405,226.274374552,714.844197604,0.556637,0.226229918188,1900.64360056
19.2143,-19.3276,0.0,3279.08186234,19.2145214273,94.0913,19.2143,2073.60286059,669,669,703.490330312,94.7225,0.998693,2073.60286059,2181.05956321,19.2145021183,258.169673924,961.759388872,0.441831,0.214241016927,2073.60286059
19.2438,-19.3521,0.0,3170.83301022,19.2439254715,94.1503,19.2438,1974.72331679,670,670,279.183519471,94.8333,0.998551,1974.72331679,1801.37448777,19.243887528,225.932061235,785.712529435,0.520166,0.227513829055,1974.72331679
19.2138,-19.3173,0.0,3205.63290517,19.2140824023,94.2036,19.2138,2037.62587743,671,671,347.152069034,94.8055,0.998396,2037.62587743,1643.54569166,19.2140518304,209.827046706,1068.06470681,0.424381,0.216637539448,2037.62587743
19.169,-19.2714,0.0,3084.25865552,19.1687861262,94.2782,19.169,1056.68422425,672,672,543.77291479,94.9443,0.998718,1056.68422425,2302.53725918,19.1687740131,228.795288481,881.175528726,0.466361,0.221117361819,1056.68422425
19.2475,-19.3528,0.0,3248.63658847,19.2480201541,94.2942,19.2476,1961.4824296,673,673,543.474747428,94.9948,0.998409,1961.4824296,2463.69464691,19.247990793,220.60490506,960.568541565,0.554862,0.227797098417,1961.4824296
19.2664,-19.3713,0.0,3087.68428284,19.2666765922,94.3321,19.2664,1454.61134716,674,674,654.099193544,95.134,0.998335,1454.61134716,2240.3892795,19.2666438598,232.396467192,822.115238667,0.345744,0.210082156583,1454.61134716
19.1705,-19.2767,0.0,3008.49851234,19.1705634047,94.4198,19.1705,1245.43339935,675,675,682.045980748,95.2535,0.997948,1245.43339935,2237.29820186,19.1705225596,239.033537723,859.223006563,0.261999,0.200351419598,1245.43339935
19.381,-19.4897,0.0,3106.07701888,19.3806489233,94.5086,19.381,1752.73799976,676,676,255.092727354,95.299,0.998152,1752.73799976,2529.16053501,19.38062359,218.298219599,782.650577617,0.327239,0.211530741393,1752.73799976
19.1883,-19.2895,0.0,3195.02888751,19.1890169977,94.5474,19.1883,1138.21641673,677,677,1885.8445223,95.4159,0.997916,1138.21641673,2932.23902506,19.1889827323,247.308261754,367.718730355,0.674904,0.240775348082,1138.21641673
19.1515,-19.257,0.0,3272.91538518,19.1519209278,94.6532,19.1515,1826.98552989,678,678,743.502865993,95.444,0.998349,1826.98552989,2497.21615995,19.1518820173,240.667816822,948.013776618,0.540928,0.22909542678,1826.98552989
19.2423,-19.3489,0.0,3051.29952345,19.2423638217,94.7406,19.2423,1182.74664489,679,679,1028.93855664,95.5292,0.998462,1182.74664489,2474.53537678,19.2423293545,229.89834804,643.036378946,0.404246,0.217220010265,1182.74664489
19.2584,-19.3783,0.0,2987.39620346,19.2576261467,94.7953,19.2584,1985.34388387,680,680,929.897785494,95.5415,0.998405,1985.34388387,2512.5760515,19.2576205654,239.305047837,758.48444613,0.583698,0.235532841164,1985.34388387
19.2652,-19.3871,0.0,2909.43530916,19.2665331092,94.8288,19.2652,1983.78232267,681,681,1157.67434176,95.6167,0.998276,1983.78232267,2418.5826458,19.2664994563,229.414097691,585.79920703,0.473203,0.225195399146,1983.78232267
19.3285,-19.435,0.0,2734.37777502,19.3287536894,94.8607,19.3285,792.052525651,682,682,837.391236793,95.6881,0.998194,792.052525651,2093.09828569,19.3287327755,194.313383,638.901715941,0.40021,0.216462431903,792.052525651
19.2331,-19.3341,0.0,2626.8075164,19.2328240395,94.9028,19.2331,1087.34822277,683,683,784.868712708,95.7277,0.998081,1087.34822277,2099.27034354,19.2328142311,210.029709965,587.402382525,0.451772,0.220338226181,1087.34822277
19.2382,-19.3367,0.0,2829.93526011,19.2386581118,94.9358,19.2382,1887.20841408,684,684,1620.72287191,95.7602,0.998014,1887.20841408,2549.52560115,19.238638282,226.774745053,328.666596451,0.372216,0.214052580884,1887.20841408
19.3082,-19.4107,0.0,3069.31492894,19.3079207751,95.0146,19.3082,553.735131474,685,685,746.279408048,95.9088,0.998227,553.735131474,2584.47711507,19.3078863891,249.9685301,771.64049504,0.426649,0.220677004405,553.735131474
19.2883,-19.3891,0.0,2975.43032761,19.2891455656,95.0754,19.2883,578.507482169,686,686,419.500516076,95.9806,0.99829,578.507482169,1577.9222024,19.2891208951,216.690229745,801.897694372,0.380111,0.210453644357,578.507482169
19.2182,-19.3219,0.0,2281.24971179,19.2177876453,95.1235,19.2182,1794.48603946,687,687,264.957285335,95.9923,0.998384,1794.48603946,1751.90788863,19.2177541984,156.602284337,685.20232679,0.432792,0.213311092824,1794.48603946
19.3156,-19.405,0.0,3250.21456145,19.3150977198,95.1808,19.3156,1371.71876219,688,688,1979.80805491,96.0215,0.998463,1371.71876219,2870.65436817,19.3150725364,254.262811471,340.456618078,0.390612,0.215502958574,1371.71876219
19.2813,-19.379,0.0,2494.46457985,19.2823641091,95.2384,19.2813,759.043298478,689,689,238.297994697,96.0292,0.998978,759.043298478,1291.22566319,19.2823480206,189.036642197,813.996730544,0.451404,0.2215360632,759.043298478
19.3133,-19.4057,0.0,3120.25756524,19.3134045496,95.308,19.3133,1801.22711841,690,690,1031.09179211,96.0725,0.998038,1801.22711841,2595.19118128,19.313381232,228.135552309,553.999058674,0.477523,0.226167414547,1801.22711841
19.2144,-19.3197,0.0,3087.71583213,19.2139945302,95.4005,19.2144,1511.42499107,691,691,815.338512106,96.1817,0.998062,1511.42499107,2457.38851275,19.213960253,221.461305252,707.080373842,0.472048,0.219370748173,1511.42499107
19.3935,-19.5079,0.0,3217.37368824,19.3944679805,95.4513,19.3935,1891.27968505,692,692,950.614858331,96.2351,0.998558,1891.27968505,2696.30865018,19.3944353866,253.517502603,694.655363018,0.515176,0.229433733141,1891.27968505
19.2708,-19.3856,0.0,3070.84438585,19.2705490738,95.5339,19.2708,1037.59575735,693,693,975.754941315,96.2863,0.998673,1037.59575735,2718.68973702,19.2705144532,244.724773055,589.62871884,0.439257,0.214824509895,1037.59575735
19.3347,-19.444,0.0,3042.25120477,19.3360262863,95.6699,19.3347,1877.23319868,694,694,80.2029331705,96.3099,0.998001,1877.23319868,2443.66151796,19.3360055147,219.319422319,1040.79626313,0.398997,0.219255534318,1877.23319868
19.3359,-19.4471,0.0,2844.27293927,19.3362762256,95.7135,19.3359,1819.34709214,695,695,109.52052976,96.3624,0.998626,1819.34709214,2172.1311459,19.3362290062,209.633948009,985.871071545,0.452738,0.222297813113,1819.34709214
19.4233,-19.5355,0.0,2670.62490974,19.4231280921,95.7327,19.4233,1588.93637289,696,696,526.402523494,96.4312,0.998675,1588.93637289,1920.88875218,19.4230988464,198.522984431,793.287785882,0.404784,0.214864717446,1588.93637289
19.3503,-19.4645,0.0,2984.69536535,19.3506829153,95.8692,19.3503,1831.40442217,697,697,134.776418979,96.5043,0.998607,1831.40442217,2067.69821372,19.3506574152,221.32124826,1080.39142604,0.433792,0.223282195865,1831.40442217
19.2647,-19.3745,0.0,2934.72951358,19.2654843122,95.9577,19.2647,1629.30360236,698,698,-179.216644728,96.5882,0.998862,1629.30360236,1236.87379102,19.2654639967,211.110236251,1041.64191463,0.525179,0.23154844754,1629.30360236
19.3839,-19.4977,0.0,3102.56874089,19.3845315478,96.0674,19.3839,2066.73988293,699,699,307.697250033,96.7148,0.998627,2066.73988293,2667.15310579,19.3845187955,235.979443918,791.959941195,0.507941,0.232911173737,2066.73988293
19.4782,-19.5891,0.0,2908.40180458,19.4784281697,96.1319,19.4782,1615.22599642,700,700,44.4031692584,96.7706,0.99869,1615.22599642,1727.31234309,19.4784027414,208.739435714,1096.72108336,0.431285,0.228704508801,1615.22599642
19.4879,-19.6041,0.0,2712.10383109,19.4888611345,96.1416,19.4879,1092.14821761,701,701,347.183961082,96.8248,0.998912,1092.14821761,1748.32211737,19.488834051,197.099207587,790.310405219,0.508922,0.233989832844,1092.14821761
19.4555,-19.5749,0.0,3341.22983344,19.4553878678,96.2042,19.4558,1700.85747816,702,702,1976.98361552,96.8618,0.999176,1700.85747816,2906.05214394,19.4553767047,264.1217032,477.178666516,0.564467,0.239996941523,1700.85747816
19.5403,-19.647,0.0,3049.27512227,19.5411849195,96.2926,19.5403,1558.76928616,703,703,545.25594808,96.9015,0.999014,1558.76928616,1984.27137525,19.5411684906,237.347500407,1009.91962716,0.430421,0.228275394737,1558.76928616
19.5661,-19.6774,0.0,2874.8375586,19.5668445704,96.3722,19.5661,1857.02119903,704,704,190.973949,96.9858,0.998862,1857.02119903,1684.66056179,19.5668166439,207.136665295,913.761025662,0.619062,0.24185804129,1857.02119903
19.4779,-19.5832,0.0,2895.70660935,19.478372448,96.4767,19.4779,1979.08192394,705,705,562.772451965,97.024,0.998722,1979.08192394,1793.48770061,19.4783499844,212.803158585,890.109381815,0.448743,0.231845279332,1979.08192394
19.5676,-19.6718,0.0,2966.7047876,19.5683934064,96.5336,19.5676,1507.55657743,706,706,681.07439645,97.1277,0.998392,1507.55657743,2314.87898419,19.5683822484,226.676624505,691.81782175,0.530798,0.245949429919,1507.55657743
19.5815,-19.6904,0.0,2978.41310485,19.5811876713,96.6114,19.5815,1685.5554703,707,707,323.608253677,97.232,0.998782,1685.5554703,1588.30727455,19.5811505356,214.540013791,978.83346913,0.436105,0.229313333386,1685.5554703
19.5224,-19.6414,0.0,2748.59191823,19.5227667054,96.6855,19.5224,1827.33451926,708,708,327.998317453,97.3354,0.998945,1827.33451926,2196.54284635,19.5227387749,204.281129443,856.317774391,0.620472,0.242742362726,1827.33451926
19.3792,-19.4904,0.0,2561.94523897,19.3795630858,96.7832,19.3792,88.2922615848,709,709,589.117692057,97.4061,0.998583,88.2922615848,2196.94081976,19.3795328799,195.169136295,558.884412895,0.430441,0.227763851211,88.2922615848
19.4062,-19.523,0.0,2415.68996678,19.4069616546,96.8236,19.4062,1106.98776039,710,710,585.297375539,97.4164,0.998701,1106.98776039,1894.60680056,19.4069352963,194.123896236,666.61733704,0.601091,0.242821262337,1106.98776039
19.483,-19.5947,0.0,2918.87383113,19.4844730321,96.9123,19.483,1550.53726689,711,711,396.815597924,97.5012,0.997563,1550.53726689,2372.3910365,19.4844514607,234.565840223,783.228583488,0.435979,0.227356221861,1550.53726689
19.5622,-19.6678,0.0,3020.10970576,19.5617544293,96.9523,19.5622,1872.10307279,712,712,1360.12127909,97.5942,0.997956,1872.10307279,2556.74204121,19.5617458658,237.756652999,573.774547987,0.43063,0.227466969292,1872.10307279
19.5854,-19.7042,0.0,3140.72262365,19.5857377377,97.0242,19.5854,1612.62699908,713,713,502.772179884,97.6136,0.998539,1612.62699908,2163.59572651,19.5857184352,234.792952805,812.390153603,0.54297,0.232980848174,1612.62699908
19.6874,-19.7959,0.0,2796.42246739,19.688340624,97.0475,19.6874,1890.05619399,714,714,580.734010408,97.7295,0.998618,1890.05619399,2026.84495172,19.6883225388,203.327233201,710.786739375,0.375258,0.223341389338,1890.05619399
19.6679,-19.7784,0.0,2956.90179133,19.6675409006,97.0938,19.6679,1590.89189835,715,715,866.063861293,97.806,0.998307,1590.89189835,1978.20314415,19.6675188749,229.172123892,698.22705585,0.413472,0.227466033215,1590.89189835
19.624,-19.7322,0.0,2749.90813824,19.624958623,97.1709,19.624,1540.24978423,716,716,388.105113167,97.8616,0.998501,1540.24978423,1994.56065633,19.6249259407,213.622970502,726.045364987,0.474826,0.231308265281,1540.24978423
19.6874,-19.7913,0.0,2984.78468417,19.6873993037,97.2147,19.6874,1751.38604144,717,717,2002.20353483,97.9741,0.998314,1751.38604144,2643.36728491,19.6873772085,231.595352161,339.682425797,0.409463,0.22116696367,1751.38604144
19.6555,-19.7586,0.0,2537.35939579,19.6559975866,97.2669,19.6555,1738.96329049,718,718,296.226723166,98.0494,0.998703,1738.96329049,1485.42638326,19.6559750784,184.288798848,810.322001174,0.445309,0.228192497247,1738.96329049
19.6236,-19.7358,0.0,2760.69703462,19.623360004,97.3749,19.6236,1590.8115211,719,719,184.757652256,98.067,0.998829,1590.8115211,1505.68645387,19.623341436,194.002393687,985.432509772,0.47683,0.225110565236,1590.8115211
19.6625,-19.7739,0.0,2922.04260056,19.6631983051,97.468,19.6625,1800.99869609,720,720,464.962198213,98.0712,0.998868,1800.99869609,2063.54537028,19.6631815913,231.035928918,827.232640964,0.376378,0.21802638568,1800.99869609
19.6316,-19.7478,0.0,2822.73612087,19.6316371545,97.54,19.6316,781.820311791,721,721,999.636876145,98.0852,0.998731,781.820311791,2225.31209632,19.6316183733,221.942645451,642.960182007,0.387037,0.222359558409,781.820311791
19.6054,-19.7074,0.0,2451.38215037,19.6053025209,97.6184,19.6054,1379.44800914,722,722,756.935269952,98.0969,0.998265,1379.44800914,2095.83898454,19.6052568192,183.477298252,470.273260364,0.488572,0.226481211688,1379.44800914
19.6572,-19.76,0.0,2538.52140047,19.6579955889,97.6707,19.6572,688.596866712,723,723,217.386762843,98.1432,0.999173,688.596866712,934.115691598,19.6579480125,178.338645191,672.123130966,0.485747,0.225675856737,688.596866712
19.5979,-19.6986,0.0,2868.53859097,19.5982923579,97.7501,19.5979,79.1270442594,724,724,302.826704437,98.2725,0.998868,79.1270442594,2085.69657196,19.598245315,216.735285345,862.084735706,0.404855,0.219503229667,79.1270442594
19.6983,-19.8053,0.0,3237.55237875,19.6984868258,97.7948,19.6983,1791.01349175,725,725,592.159754913,98.3814,0.998722,1791.01349175,1944.66788352,19.6984730901,243.552629305,1038.62356416,0.382327,0.219448555189,1791.01349175
19.6567,-19.7643,0.0,3217.93282581,19.6567862512,97.8604,19.6567,430.338404393,726,726,352.524744037,98.4555,0.99882,430.338404393,2697.10319118,19.6567636481,241.162777261,791.190029399,0.318222,0.2121415219,430.338404393
19.6338,-19.7422,0.0,2933.50697131,19.634499375,97.9408,19.6338,286.604330943,727,727,588.639699447,98.5977,0.998339,286.604330943,2120.86074551,19.6343915723,225.346425011,806.456302364,0.441085,0.220062366329,286.604330943
19.6227,-19.7361,0.0,2584.29220213,19.6228569594,97.9954,19.6227,852.127783629,728,728,275.286834416,98.65,0.99894,852.127783629,1766.10841921,19.6228399526,181.436176085,858.424447142,0.554982,0.236775973342,852.127783629
19.6285,-19.7352,0.0,1409.44461218,19.6287489682,98.0604,19.6285,1574.6913535,729,729,51.1697383867,98.6069,0.999158,1574.6913535,613.657014999,19.628723979,155.45009832,426.29147422,0.608516,0.235351691508,1574.6913535
19.6861,-19.7871,0.0,1887.30365141,19.6868583923,98.1334,19.6861,1859.25343745,730,730,105.788294701,98.5906,0.99926,1859.25343745,759.920537563,19.6868263061,139.328522805,593.732303682,0.600123,0.242825208677,1859.25343745
19.7098,-19.8128,0.0,2105.05377542,19.7102613606,98.1904,19.7098,1526.97506822,731,731,477.138367356,98.5806,0.998729,1526.97506822,1469.6778717,19.7102197824,167.906831382,642.099772392,0.357252,0.217043873878,1526.97506822
19.6705,-19.7762,0.0,2036.08048774,19.6708463268,98.2451,19.6705,888.47699548,732,732,364.092114262,98.5806,0.998996,888.47699548,1632.1532406,19.6707004946,161.53049529,559.480798884,0.451718,0.224095623667,888.47699548
19.6264,-19.7212,0.0,2495.67981609,19.6267379451,98.3043,19.6265,801.65578787,733,733,969.302233988,98.6128,0.999104,801.65578787,1944.57038015,19.6266529721,180.410028303,511.797292181,0.505298,0.231697761634,801.65578787
19.6575,-19.7431,0.0,2307.72908468,19.6571527225,98.3416,19.6576,438.423650136,734,734,554.245492985,98.6432,0.99873,438.423650136,1643.19916311,19.6571436189,176.844401867,647.952684623,0.549339,0.237346554695,438.423650136
19.6012,-19.6873,0.0,2134.23670755,19.601820461,98.406,19.6012,537.132170574,735,735,1829.00557835,98.6495,0.998779,537.132170574,1976.45466862,19.6018027054,168.51282582,111.820441519,0.504807,0.23179140844,537.132170574
19.596,-19.6964,0.0,2311.74737635,19.5955122427,98.4612,19.596,791.708580867,736,736,128.856348366,98.7542,0.998704,791.708580867,1242.43377123,19.5954307878,186.167376179,758.234024698,0.317474,0.214678832257,791.708580867
19.5842,-19.6748,0.0,2726.85812577,19.5841721135,98.5086,19.5843,1172.0964323,737,737,718.405835445,98.78,0.999296,1172.0964323,2133.00932383,19.5841401398,204.395727542,653.445436907,0.417381,0.229985977813,1172.0964323
19.5838,-19.6569,0.0,2566.54563463,19.5831408152,98.5654,19.5838,573.532485221,738,738,-263.350898449,98.8585,0.998732,573.532485221,1208.79878828,19.5831048146,148.985826607,1017.80516017,0.300447,0.221191769117,573.532485221
19.5781,-19.6539,0.0,946.568227266,19.5785270513,98.614,19.5782,1727.48390416,739,739,-153.228545223,98.9825,0.998395,1727.48390416,374.162298056,19.5785224059,132.116010482,330.575628553,0.469566,0.229810434734,1727.48390416
