AverageQ,MaxEsReturn,AverageForwardProgress,AverageY,MaxForwardProgress,StdEsReturn,AverageAbsY,MinEsReturn,Epoch,StdReturn,AverageDiscountedReturn,AverageReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageEsReturn,AverageQLoss,MinReturn,AverageAction,MinForwardProgress,MaxReturn,QFunRegParamNorm,AveragePolicySurr,StdForwardProgress,AverageAbsQ
9.08315,75.168038855,0.26209213086,9.087620447,0.545579412647,23.4192589764,9.09303064473,-22.9405131197,99,17.5154934277,27.9869699983,44.0082174225,19.7336,0.469349473661,35.0264152322,0.878115,-5.31601203373,0.996821,-0.220558176812,74.1938359647,50.9925,-9.29642,0.173598999688,9.0905
9.05999,85.9044943138,0.251839364495,9.0638583511,0.569394793823,20.6485358939,9.06968466225,5.12390893609,100,18.1577571965,27.4506452222,42.9914814798,19.7109,0.471052947611,41.8610258873,0.876644,-8.61250159983,0.994306,-0.275276302176,76.4024300744,51.2238,-9.20564,0.17719119967,9.06587
9.02071,63.901224939,0.252907645465,9.04470504122,0.684859207293,19.3617554315,9.05124382256,8.90612898276,101,21.0068924104,27.5117621857,42.9791616981,19.7219,0.515111817732,35.6901126529,1.008,-28.8816547706,0.991355,-0.455895233978,89.0788044556,51.3214,-9.19692,0.204377035228,9.02965
9.06629,72.8592945237,0.277996591806,9.05961907142,0.753473480963,17.891157686,9.06813070689,10.7497176941,102,18.9609653487,28.7906534493,45.4586946141,19.7417,0.512849658726,46.4121759358,0.998348,-11.935445511,0.992903,-0.274589769086,96.5556112122,51.5289,-9.13254,0.18664122796,9.07565
9.04496,70.7109678443,0.250883623498,9.04044465909,0.665503251422,16.9740241245,9.04938069147,8.63928686194,103,20.9745159812,27.5128439576,42.7991936327,19.7468,0.494943193768,48.8001434949,1.00082,-22.7818205329,0.999985,-0.393459703033,85.4092900302,51.8838,-9.1442,0.207523381796,9.05641
8.94156,55.0053735168,0.245060916967,8.92991395968,0.729411862845,15.1225231055,8.9400490606,1.71534911193,104,21.8461408806,26.9181505997,42.2368297902,19.7297,0.578332032763,35.8915967218,1.43427,-22.3722809879,0.995063,-0.364874944869,91.6095866928,52.0381,-8.9472,0.214372287897,8.95213
8.84787,71.7385927182,0.274379201587,8.85082504973,0.719655808252,27.6337878823,8.85829050228,-9.69859894191,105,23.5119086624,28.7988835306,45.5018572551,19.7676,0.480141178278,35.5609449225,0.865121,-22.2579342261,0.996064,-0.377250081171,91.0259744535,52.2072,-8.87702,0.232051925816,8.85367
8.66811,89.0118206465,0.288234238383,8.6778412445,0.752125907466,19.0997825499,8.6829997496,4.081553272,106,23.5240599684,29.4770000658,46.9981596008,20.1118,0.436305420583,50.1390028723,0.793382,-31.5031686966,0.997508,-0.460362998521,94.4241471451,52.4704,-8.69928,0.230626295796,8.67217
8.60294,71.2405222086,0.252680225474,8.60790401948,0.7252917399,24.1690807276,8.61143764725,-10.6921472295,107,20.9233045205,27.6661116453,43.2635257955,20.1922,0.418439965577,34.2848521526,0.768494,-23.1715611801,0.999997,-0.415547794563,91.1840822838,52.689,-8.7086,0.208446238578,8.60588
8.5739,65.5264490487,0.242135989181,8.5795967132,0.723624824379,26.168654763,8.5816859208,-26.1313666028,108,20.4621364642,26.6628003835,42.1439788274,20.5878,0.426250563514,38.6929258956,0.748883,-21.2805030904,0.999997,-0.397747160351,90.9368507281,53.0251,-8.66926,0.201529785145,8.57632
8.56319,70.7447411502,0.235789705409,8.5404646345,0.724182507761,21.7256712702,8.54262760299,7.36770428305,109,22.8979141766,26.300089523,41.5667344034,20.5876,0.516422839995,47.2049718682,1.18215,-22.0664410571,0.999996,-0.404678629679,91.4956972444,53.421,-8.6068,0.228616292957,8.5675
8.38773,99.4319139668,0.23695417686,8.41661557533,0.564898856466,29.8799215193,8.41764732535,-9.75229466975,110,19.0362571206,26.533448474,41.565357563,20.5872,0.45012856942,37.2165111045,0.838394,-19.4653235893,0.999997,-0.358197765122,75.213740485,53.7424,-8.4028,0.189864341789,8.38851
8.1668,89.0430104414,0.237864150084,8.17322265416,0.685805953912,34.4891234329,8.17414473261,-4.90228089642,111,18.879574833,26.8621591378,41.6833334535,20.6999,0.435221870098,34.8117947735,0.834446,-11.3766285226,0.999764,-0.279117580434,86.52635582,54.026,-8.08712,0.188463522294,8.16779
7.97144,60.0370237023,0.236925736006,7.98364849891,0.680620504841,19.8893470174,7.98474720894,-6.90623047078,112,18.1183256884,26.6023948241,41.6786511237,20.7044,0.414246019783,34.042444415,0.756909,0.0350159374805,0.999994,-0.179318167753,86.3231719326,54.2476,-8.06935,0.179332733093,7.97272
7.87865,67.1723878719,0.25609730608,7.87731427432,0.693286797053,19.4427402411,7.87796778447,0.0719044973155,113,19.8348845183,27.7096250871,43.5811377544,20.7085,0.367875590183,36.1984850539,0.628988,-3.41642337715,0.999998,-0.229871721486,89.7558787322,54.4324,-7.89895,0.195960839769,7.8793
7.68122,101.739975991,0.268880812876,7.68609080905,0.719035654386,23.584415879,7.68675592464,17.2911358131,114,20.3751194165,28.5568332867,44.7207918136,20.8755,0.371410356161,50.346063734,0.595598,-25.5100184018,0.988748,-0.415511932752,93.1332712363,54.764,-7.69563,0.201168704669,7.68187
7.57079,77.4418869191,0.22720255949,7.57132822093,0.788491049691,20.6157187605,7.57174606544,5.15207365893,115,22.1414786831,25.9850772711,40.366166798,21.0533,0.381505292616,45.1348690254,0.585971,-18.5443374556,0.994978,-0.373392188523,98.3687263267,55.1387,-7.70121,0.219052047538,7.57141
7.49357,81.0865729058,0.248255162954,7.49994102265,0.813373252369,19.738119073,7.5004633833,12.1138765024,116,19.7634659844,27.3237518952,42.5000852995,21.161,0.368273926888,49.2244815341,0.596072,-17.4804297011,0.994053,-0.340222379195,100.455561848,55.4513,-7.54113,0.195759810763,7.49404
7.37305,72.8340406461,0.24360525233,7.39780759039,0.666811342323,19.3180545759,7.39829222151,12.3369729772,117,19.6763024705,26.9632634284,42.1367447831,21.245,0.389100410676,44.7469970602,0.640341,-4.17277474493,0.994846,-0.214030494902,85.1764191173,55.7776,-7.42747,0.195492366912,7.37387
7.3703,60.2503014929,0.231508304583,7.3724699058,0.636597742044,10.0141891473,7.37318807778,33.0275025943,118,21.5442387535,26.328128882,40.8830375715,21.3405,0.361688221582,47.4383460492,0.530947,-25.4901568782,0.996706,-0.430864711199,82.3368488313,56.0028,-7.49496,0.213930036731,7.37152
7.32564,68.2485266192,0.284600541583,7.32645296732,0.676085613499,25.2473180978,7.32771640651,-25.4690582954,119,18.60016204,29.4536248199,46.2293204239,21.3719,0.346544270073,39.1081204035,0.511604,-10.8167308969,0.996679,-0.274011560706,86.2653022462,56.1802,-7.42214,0.1823809093,7.32685
7.25169,87.1294933562,0.288495207932,7.25847676125,0.725698246092,26.1135330134,7.25949043792,-22.684377574,120,20.0646454788,29.7107980596,46.6099783797,21.4494,0.354721364369,47.9744133935,0.561155,-9.32302033943,0.997434,-0.277553016532,91.4113224283,56.3903,-7.31784,0.19907430872,7.25292
7.19526,57.0334719731,0.214337444712,7.20272666628,0.615169324891,15.7189644319,7.20379039655,-5.5551357645,121,21.3972312143,25.2448812884,39.1043012691,21.5094,0.336814556131,35.0382861274,0.50689,-27.7999607019,0.997836,-0.451603853874,79.2969539833,56.5356,-7.28085,0.214556710839,7.19659
7.12177,85.8033892922,0.254236085348,7.12697152976,0.712416312855,30.9643684141,7.1283154234,-5.51343740126,122,21.8117529643,27.7265108454,43.1572570801,21.5561,0.349294176611,47.8767504659,0.538619,-32.8571976542,0.997539,-0.513819333397,89.8471551746,57.0111,-7.20519,0.216809118026,7.12348
7.043,63.1743193602,0.207931306721,7.05074215956,0.737405818166,14.9132129917,7.05221100505,21.5458026688,123,24.2964934833,24.8935385319,38.5994072809,21.5801,0.380487414975,39.0507492992,0.607438,-30.4121513884,0.998658,-0.457676510472,92.9857505875,57.483,-7.1252,0.240395348866,7.04456
6.89958,73.6024938765,0.291387232265,6.92926609836,0.635060852868,16.1126237688,6.93102225005,21.1665848283,124,18.231634261,29.8856276532,47.0474861747,21.6081,0.389930092819,48.551182509,0.685593,0.499399654798,0.999083,-0.163608510514,82.0568815003,57.6795,-6.95508,0.179370449865,6.90148
6.89177,91.5985137834,0.256947672406,6.88875959593,0.658360255517,26.8723105329,6.89110940149,2.66606274344,125,21.4692924381,27.7250182939,43.798563887,21.6542,0.35576592833,51.5421227125,0.581472,-22.8405227409,0.998876,-0.403796443579,83.9294875199,57.9289,-6.96443,0.211814085223,6.89516
6.85167,72.9714556849,0.290501145789,6.85333709774,0.749148727234,20.3738614528,6.85518584639,7.89835160741,126,18.201150915,29.8188038102,47.0913567821,21.7355,0.343685158655,44.4974168775,0.562366,0.497263265553,0.998894,-0.17483108755,93.5187605576,58.1732,-6.9519,0.179662667197,6.85345
6.71714,69.9276182624,0.281971574609,6.72105154263,0.732168562277,17.1803750442,6.72324174257,11.1999463144,127,19.8479098064,29.3056111332,46.0907084342,21.7221,0.345725979704,38.6043938214,0.530061,-0.984464940581,0.998609,-0.195919989094,92.4813291164,58.4598,-6.7271,0.196641583986,6.71951
6.69568,82.5969579047,0.259414467404,6.70976296848,0.623021822908,16.1733930144,6.71209905096,24.5032603938,128,21.0457976911,27.9612093335,43.7873666221,21.7605,0.421235122704,46.2689761566,0.721172,-31.7629015488,0.998681,-0.500169712364,82.3809571816,58.8836,-6.82432,0.208092545603,6.70849
6.78437,61.1328615965,0.279450762212,6.78865676004,0.617983335391,16.3544317869,6.7906907223,4.32623074974,129,18.6771089227,29.272134515,46.0614740371,21.7993,0.399820454132,39.3964982833,0.589512,-0.397765133654,0.99586,-0.184657051684,80.1344674234,59.1856,-6.86689,0.184948287189,6.78666
6.71432,75.7041737802,0.228980053772,6.72070731793,0.751551833567,21.8265925415,6.72189265818,-0.561857912695,130,20.8714435625,26.2121814951,40.6995520688,21.7877,0.350600303655,45.9983203899,0.480234,-33.4023273012,0.989486,-0.506353881336,94.6477334792,59.4045,-6.73611,0.205350853681,6.71567
6.67074,58.8918436077,0.24538228537,6.67043866065,0.739570332649,18.4632122774,6.67165869395,5.41543250038,131,21.3126379365,27.1692436532,42.3866770742,21.837,0.354597887645,32.2092430207,0.498815,-16.5776855312,0.998826,-0.35161937911,92.8713798369,59.6466,-6.75131,0.21230134889,6.67243
6.62806,67.5564641315,0.289443762085,6.63177482472,0.722832451455,18.3518432987,6.63286898566,11.5275420895,132,19.5217956348,29.7004652549,46.6734396813,21.9023,0.315764944065,35.7108919212,0.396632,-20.3174562916,0.997816,-0.35329391779,93.1847011658,59.8964,-6.73584,0.190274269379,6.62958
6.56148,68.5179535859,0.261937685054,6.56514314489,0.668963757634,11.2874371699,6.56751830963,34.8119011576,133,20.4586495169,28.0948908034,44.0115198356,21.9428,0.367380170507,53.036196488,0.455072,-29.1905246146,0.998697,-0.447247283329,87.1958951363,60.0718,-6.66769,0.204311699291,6.56471
6.5344,81.5668877812,0.240233985907,6.53897740009,0.771520544198,20.015559175,6.54283125514,12.2903172628,134,23.5556336064,26.9006646991,41.8847208193,21.9666,0.321525962921,47.8338752312,0.376488,-20.0609849989,0.999234,-0.383007535498,98.0890423458,60.2365,-6.63977,0.233916296696,6.53893
6.52151,66.1940912149,0.267662832803,6.52561111308,0.765112259289,25.603462815,6.52998716185,-27.348545992,135,18.9149594626,28.3656247538,44.5697302028,22.0727,0.322952938506,35.4806874018,0.388562,-18.2192384313,0.998929,-0.365423698104,95.5124066608,60.4678,-6.59495,0.18839763758,6.52636
6.50826,70.4366868968,0.273741458118,6.52521207821,0.718171424459,14.3235615216,6.52732401833,18.1310492147,136,22.0641246372,28.7817478036,45.438784633,22.1981,0.359584494208,31.9922402394,0.453039,-2.60846397298,0.99519,-0.223235199388,90.2686547083,60.6838,-6.58571,0.21845399242,6.51072
6.54707,87.6964825606,0.294412183068,6.53978265376,0.709856372233,19.7634324642,6.54156102904,21.478872155,137,18.248953252,30.1598142871,47.3722577536,22.29,0.333945328638,53.0534702497,0.414997,-14.1426103702,0.996252,-0.320422290091,89.6191358838,60.9867,-6.69252,0.18015646111,6.54906
6.49395,83.9973873042,0.296825836996,6.49611680698,0.83692434187,18.1215291836,6.49816824991,22.6442141175,138,20.7392056422,30.2196750157,47.5998681285,22.4505,0.281932357772,46.2446154861,0.304939,3.54175652737,0.979976,-0.142071458044,103.688936963,61.2478,-6.56536,0.204358929608,6.4967
6.44616,66.8033269954,0.281327375764,6.44294920642,0.827325805799,20.9238245932,6.4445033234,-3.06117690673,139,20.4006433128,29.2951840903,45.5482789019,22.4848,0.289010226308,38.6532030867,0.334138,-24.5208198126,0.997588,-0.427828935358,102.171561642,61.4456,-6.50323,0.204161194045,6.4483
6.36938,65.9401497679,0.272360540488,6.37327916456,0.772981144228,18.200500108,6.37476474868,-2.07027273853,140,21.939650122,28.7600510802,45.0655688286,22.5401,0.271137405935,41.7559892545,0.305054,-27.535263357,0.997907,-0.404280605623,96.45886977,61.5838,-6.40693,0.215317898081,6.371
6.28023,55.6060522482,0.251549167026,6.2881994315,0.778518871261,19.432479017,6.28917739212,2.71708869652,141,22.1278192037,27.5800973052,43.1498328663,22.5046,0.267664284535,32.9095414986,0.29457,-23.5917546216,0.998574,-0.423161392474,96.9394143656,61.7344,-6.28468,0.21839020743,6.28146
6.18489,82.4838841647,0.266267494192,6.18741392838,0.697215118052,25.4134884527,6.18854861259,-6.77685102908,142,17.4728730106,28.3654831834,44.2143639641,22.4782,0.228769868056,34.1428660446,0.236634,-3.78737270618,0.998775,-0.214479487171,88.6336179266,61.7594,-6.17464,0.172932242738,6.18621
6.11737,69.2443575388,0.243028211397,6.11708568905,0.670217572071,25.2602610999,6.11856674816,-7.80692844252,143,20.7503687127,27.0407437094,42.2500868012,22.4709,0.315366011005,40.3154486932,0.365458,-19.8726116365,0.998264,-0.379608910376,85.5169959359,61.9476,-6.13503,0.204392705989,6.12093
6.07383,86.3514679086,0.265207704198,6.06522320437,0.684365844916,26.6168899284,6.06731030257,7.19159037618,144,20.7214896633,28.255111723,44.4936211503,22.4802,0.280236916295,46.3529697281,0.321838,-7.00310689015,0.987808,-0.249231810631,89.1775256898,62.2221,-6.07349,0.203475141505,6.07718
5.97605,85.6609405271,0.240496977311,5.98145645303,0.7361566162,24.3788879792,5.98375384706,-0.942339917001,145,24.1212832603,26.8331091031,41.9680179008,22.5524,0.257115025112,41.1483491623,0.263675,-32.3955801034,0.989776,-0.489055368199,93.0999189986,62.5218,-6.00407,0.236150876491,5.97906
5.84821,72.1978060424,0.234867074577,5.86883359165,0.637367887234,20.8140551196,5.87085982585,9.26425912934,146,18.4502676828,26.4668801109,40.9814745921,22.5677,0.279548711941,44.1707569823,0.317322,-16.1282152579,0.995392,-0.339808115267,83.1490889427,62.6595,-5.86682,0.182641638911,5.8513
5.7424,62.5627710471,0.245968925599,5.74566189183,0.779083820053,17.7184586456,5.7474969106,16.5530051356,147,21.0925267672,27.1578533756,42.4029442686,22.5802,0.221114795964,39.3018294446,0.191802,-37.3712835602,0.994969,-0.498953779858,98.7162687588,62.8253,-5.74826,0.207356844929,5.74521
5.65339,78.6714115135,0.283966524561,5.6582402655,0.738747574379,19.5351238776,5.66058338327,6.80499829886,148,20.0761352052,29.4216891804,46.1259750662,22.6068,0.231564067814,46.980018852,0.225722,-13.5220191106,0.996341,-0.316767421134,95.3086548622,63.1147,-5.63386,0.19879464399,5.65625
5.57638,69.4407260334,0.254884291013,5.57425734404,0.700576105306,16.4553024338,5.57620485122,16.098406754,149,20.8550214666,27.6389107524,43.2680477721,22.6942,0.226870283465,43.4080508188,0.216261,-26.0733169065,0.995594,-0.435066101968,88.9295952486,63.2927,-5.55945,0.206120463097,5.57877
5.48991,71.2976150221,0.284188133732,5.49519985815,0.614659885883,18.1404674223,5.49671676862,14.1603582922,150,19.306187526,29.3852188357,46.2720067919,22.7677,0.247067827161,32.464455186,0.229435,-13.0717846409,0.994879,-0.316210230468,79.8161670398,63.6819,-5.54596,0.191957476818,5.49204
5.44157,62.9068004226,0.242816983338,5.43972851573,0.722400853554,15.756979065,5.44058445497,22.4843780429,151,21.7791343444,26.8966974534,42.0725399501,22.869,0.204684375036,42.7210990436,0.171136,-12.6140584256,0.987797,-0.310458875795,92.1859771251,63.7515,-5.50339,0.214816747261,5.44322
5.37446,72.8520944534,0.25552712984,5.37556216802,0.608573096108,21.2630701101,5.37739790595,0.45388199162,152,22.5788755539,27.7406550259,43.5892203691,22.9257,0.209246992353,36.4582336678,0.176368,-24.2801308743,0.993888,-0.416414897793,81.1120578291,63.795,-5.42186,0.222832974153,5.37803
5.33227,62.074245352,0.239552264337,5.33386190517,0.636947327092,17.9163255444,5.33536532098,9.31113739159,153,19.8695275841,26.5865588856,41.6754315508,22.9874,0.236239674983,38.0364840561,0.230544,-13.6378638768,0.99782,-0.312593199415,81.9039662421,64.0109,-5.38764,0.193622792713,5.33481
5.28943,85.4226367509,0.255186010104,5.29227739618,0.729154463852,18.5826727525,5.29361795086,19.7040372315,154,24.0270068582,27.8163647915,43.5025586806,23.0558,0.198326859614,39.9210833741,0.167674,-26.8870574296,0.980971,-0.443255881493,91.919573721,64.148,-5.30327,0.241200537763,5.29111
5.2133,56.458799919,0.27185734824,5.21389679514,0.703753477513,8.54296112196,5.21582743568,29.8699104507,155,20.5191833925,28.6980095244,44.806509506,23.1494,0.202322087255,44.6689830426,0.168989,-21.2340978214,0.98384,-0.387362932827,88.2819517003,64.33,-5.23208,0.202580333218,5.21602
5.12582,70.7873415447,0.284838226816,5.12741956483,0.634150197084,24.8965003132,5.12920102385,-10.1250486102,156,21.2729094909,29.4462953573,46.5928925571,23.1786,0.200441743443,36.5852322833,0.178661,-35.0139951927,0.985397,-0.505295426127,82.2314596131,64.314,-5.12967,0.20987028032,5.12817
5.04064,90.3340938682,0.236265011173,5.04225517415,0.741384410361,22.4590567643,5.04470611548,13.5286515578,157,20.5300680988,26.7267061871,41.4454698743,23.196,0.189878727459,53.8896143438,0.162353,-20.9515459912,0.986287,-0.371746718927,94.3453429389,64.4609,-5.04777,0.202235563512,5.04404
4.95943,83.5630678578,0.258160910555,4.96175222109,0.630513291202,21.0600480121,4.96382155332,-0.59218529074,158,18.9511758099,27.9086818512,43.748261954,23.249,0.203231490489,43.4201683006,0.162539,-20.0900258914,0.993093,-0.375766375236,81.7597157341,64.7258,-4.97551,0.188367065322,4.96248
4.93302,62.362386638,0.23737673359,4.93865953662,0.735645320292,16.4740307292,4.94077094245,12.6703285325,159,21.4405529257,26.6958650519,41.6804846211,23.3054,0.260922585485,39.9420731395,0.272372,-11.317082742,0.987011,-0.290807214555,93.0929776369,64.8419,-4.9347,0.211472273597,4.93675
4.82585,50.8378114726,0.22606875155,4.83977730787,0.665957938256,13.9524319005,4.84292162659,0.376878023487,160,21.8406815771,26.0895162654,40.4182988573,23.3448,0.225037963431,26.0987883385,0.205421,-28.5647403641,0.996612,-0.471672009101,84.9066621707,64.9819,-4.84611,0.21600201638,4.82996
4.77015,69.8541129267,0.275775291694,4.77252486538,0.725977848745,16.381429313,4.77554833596,12.3690163726,161,21.2312326848,28.8202976588,45.1555701785,23.3882,0.193726449625,46.614065563,0.162424,-20.8236256976,0.990765,-0.383804674901,93.3354522002,65.0566,-4.78987,0.20961582538,4.77392
4.69151,74.0929793803,0.26039330686,4.69501825901,0.688732770469,11.5391165258,4.6985295876,31.7001286834,162,19.7776779592,27.9255207733,44.0583963697,23.39,0.220583656361,47.8656987669,0.179233,-0.1949141892,0.988932,-0.186673618175,89.0174044377,65.2558,-4.67618,0.194647279654,4.69615
4.6332,78.7070740939,0.267265522859,4.6342930252,0.804285762152,15.559387271,4.63741364218,17.1811584517,163,21.119033238,28.6710762173,44.7565777646,23.4354,0.18471711121,54.0557551326,0.143537,-11.2258597809,0.993553,-0.29846552633,101.518610915,65.5321,-4.64155,0.207461032613,4.63722
4.57319,74.5735784828,0.248144442502,4.57746174539,0.691458857688,17.7012958196,4.58184811455,7.0063271209,164,23.2421931814,27.3948943816,42.777563997,23.4522,0.183522136738,47.40876317,0.147191,-15.4093514458,0.994286,-0.346643905564,87.3612928586,65.6534,-4.57538,0.229309334831,4.57822
4.52195,72.4146380243,0.234636217983,4.52426383258,0.711691817387,19.7290152654,4.52904857111,7.89397014916,165,21.237732955,26.478132287,41.3780812713,23.4967,0.173843881953,44.0236885463,0.126088,-13.6477302084,0.994027,-0.322774274764,90.0097078914,65.7523,-4.54643,0.210104462157,4.52748
4.46923,82.9743589269,0.227254323628,4.47776333814,0.683958146821,21.1552074634,4.48184469203,3.6550159745,166,22.5116227589,25.8827524362,40.5573619674,23.5171,0.202122630515,41.2613432868,0.164368,-23.689553516,0.999382,-0.400919846193,88.1657013469,65.9063,-4.50263,0.220975758044,4.47369
4.45738,72.3561783512,0.254954907582,4.45801200295,0.587958673599,22.8576316975,4.46353990299,-9.54467543381,167,17.5638034924,27.5408531835,43.0525195845,23.5531,0.173471657986,41.5118532202,0.123627,-0.438149270245,0.995346,-0.185926763407,77.2749799828,66.209,-4.46706,0.174141807087,4.46383
4.39931,79.1561358954,0.267827483061,4.40025094164,0.79119082986,20.4872576726,4.40633048016,5.5451315558,168,20.1828542231,28.327054527,44.5157611179,23.5857,0.169319513572,37.2317288468,0.127396,0.532113496736,0.995433,-0.167430870029,98.7595880504,66.318,-4.44848,0.19654406963,4.40573
4.36982,67.2511476832,0.222768497744,4.37251663646,0.701049320221,9.1537285357,4.37894019464,36.4636546952,169,22.8404663071,25.8527627476,40.2390128735,23.6068,0.167033835602,51.6322804371,0.124867,-22.9581577853,0.995558,-0.407745528518,89.1618341374,66.6732,-4.40403,0.226980686352,4.37668
4.36582,68.481747048,0.230367459736,4.36269073079,0.720626733975,12.576531791,4.36723819328,23.6329426423,170,22.2727200154,26.253419258,40.9310256737,23.7452,0.192854344944,45.5444802911,0.167453,-23.1302658389,0.996301,-0.390113048271,90.8684722451,66.681,-4.42638,0.219924149657,4.37039
4.32839,58.8323840131,0.257339325099,4.33426407419,0.706508528857,19.614271613,4.33820880297,3.63778799386,171,22.8240192187,27.6880471542,43.5586882313,23.8082,0.192666026947,34.2632559305,0.153309,-15.1521094943,0.998619,-0.338741910506,91.4157951399,66.771,-4.38686,0.225138425296,4.33215
4.30693,96.1661920816,0.267635600063,4.3069499158,0.689173331978,23.4008322161,4.31021457229,9.69136333909,172,20.7769086588,28.3877396081,44.6622479088,23.934,0.159780191625,49.842812555,0.120322,-18.1495578754,0.994651,-0.370403973832,89.4394500106,66.8187,-4.35507,0.205734844293,4.31038
4.28311,86.8648375302,0.264081049989,4.28321875507,0.800767990285,25.6321380395,4.28589841627,0.171505446322,173,20.0163647547,28.130340604,44.2964765483,23.9802,0.167098150825,45.6491185247,0.125869,-30.9464018374,0.99416,-0.449746676966,99.4810684023,67.0007,-4.32917,0.197630862199,4.28689
4.26954,91.6782560163,0.232386078032,4.27075888137,0.696593448194,23.4586473464,4.27376727173,19.6011155545,174,20.9401581559,26.4488624401,40.9998107722,24.0109,0.179540464057,50.4846926082,0.136567,-33.1599823824,0.991169,-0.461421747131,90.78173503,67.0826,-4.33225,0.204780627431,4.27342
4.23923,59.3982655871,0.281968489523,4.23338868539,0.763650743738,14.5992594619,4.23672904842,12.3911477891,175,22.1151945541,29.3188107488,46.0387349576,24.0941,0.212761141399,39.7550536708,0.212659,-21.4838128494,0.994694,-0.389942928974,95.2712801562,67.4713,-4.27132,0.216864735076,4.24281
4.16183,82.3273091607,0.272672994526,4.16438992266,0.670528051672,13.3993049587,4.16791153429,28.5826977953,176,18.702779382,28.6823031379,45.1747618172,24.135,0.163509255057,51.9891075686,0.114998,-10.5025158155,0.995127,-0.293875554802,85.6964273863,67.7182,-4.16711,0.184465592376,4.16562
4.10128,66.7435231615,0.2534018696,4.10380306979,0.606836727677,20.7870031792,4.10739202625,-1.63791317995,177,21.9589639547,27.7838115283,43.0923336072,24.24,0.17703271796,36.4830061158,0.132198,-15.0782140237,0.998206,-0.326461119487,79.3507257533,67.8324,-4.15935,0.216127522812,4.10534
4.07813,80.6449586603,0.282008563243,4.08208248058,0.74808751543,21.9989155168,4.08552123981,-7.66074976792,178,18.6935832864,29.4862924783,46.1497663099,24.283,0.158197614668,46.8339127568,0.109204,1.38880630839,0.998475,-0.164626286219,95.3339136425,68.0903,-4.10136,0.185369335748,4.0821
4.01966,65.3807298812,0.270909437047,4.02145136153,0.640662480256,19.4764040113,4.02461017743,-1.81237207464,179,21.7689925629,28.6461683686,44.7613218591,24.3676,0.166211064753,36.7922221091,0.121401,-35.9874534899,0.997756,-0.520513244269,81.7646654017,68.3519,-4.01732,0.214358026971,4.02276
3.95722,61.6681435539,0.259028751732,3.95802005518,0.744373738178,18.907522733,3.96132752943,1.71840300794,180,20.6955399385,28.1505374148,43.5057291118,24.3536,0.142289939407,28.6483075476,0.091869,-19.2162526023,0.998562,-0.377045230766,93.7336474194,68.5555,-3.95495,0.205337519478,3.96071
3.89063,68.583387378,0.277849747493,3.89187411027,0.669902962314,15.6047493305,3.89547680535,13.7375258349,181,21.5301254149,29.1817786521,45.559996828,24.3748,0.144874692049,47.8029995685,0.0944753,-18.4008773151,0.995567,-0.377796463791,85.9671467117,68.6948,-3.90061,0.214647757882,3.89421
3.8309,66.8428660606,0.262012068594,3.83171519681,0.877481280214,23.7255459368,3.8339737487,-13.9068719851,182,24.5338308998,28.3271020914,44.0991767793,24.3748,0.178739203902,37.0621343968,0.135899,-23.0191167795,0.992308,-0.41203255781,108.34401047,68.6952,-3.82875,0.242787184434,3.83326
3.76099,20.8586341672,-0.352603137283,3.7651234538,-0.227641298822,13.9656848927,3.7673499586,-30.4873531383,183,4.60045452552,-12.4395699592,-23.0936159846,24.3033,0.149305271606,-16.1232739595,0.103389,-37.6562087341,0.992202,-0.502303571342,-8.05448850137,68.7398,-3.78628,0.0472878210767,3.76343
3.72136,-11.1905223327,-0.352810950996,3.72431938529,-0.215529465554,4.91129352117,3.72626987563,-30.017385908,184,4.47451136425,-12.6299680124,-23.1896961405,24.291,0.145423834091,-22.3644507136,0.0952471,-36.9714790649,0.994616,-0.473757068511,-9.12871143028,68.8632,-3.77775,0.0451183044645,3.72418
3.73489,25.606358331,0.148360074927,3.72696741515,0.632870946637,17.3857882116,3.72861397602,-26.6772968519,185,20.2190233863,19.6778639606,32.2453420353,24.3215,0.178279477669,-9.23861751453,0.159602,-12.1532002566,0.970573,-0.278825774255,81.9848091545,68.9089,-3.79534,0.19152817732,3.73798
3.81928,74.5700933552,0.285984558588,3.84055603598,0.651411177192,21.2095562823,3.84198370913,1.65726021227,186,19.0908822198,29.4989426044,46.2888349785,24.4259,0.273913234226,39.9138565929,0.249926,-2.87662857465,0.995848,-0.160327220277,84.8159804454,69.2105,-3.82149,0.187811631195,3.82147
3.86119,76.8074806623,0.348669264546,3.86480088772,0.791240346094,18.0255449881,3.86697949542,8.04038651634,187,24.2529049112,33.0408533724,53.2608005826,24.4455,0.220539125003,50.7033090948,0.179442,-18.2876446628,0.982923,-0.353875283129,98.2120788559,69.2093,-3.92881,0.240282715698,3.86511
3.89872,107.288715958,0.354345550782,3.90541973653,0.816745550224,37.2639068404,3.90782994234,-31.7035660447,188,17.9140907075,33.481149649,52.8840296137,24.3964,0.181515456948,47.0185768098,0.123008,-4.96567362338,0.985963,-0.230458377061,101.803807316,69.3932,-3.95924,0.17393257093,3.9015
3.8806,98.6529077561,0.368409077364,3.88287286454,0.814846611986,36.7996884554,3.88574468632,-26.0032801862,189,28.6309609613,33.8813658402,55.2604182092,24.4565,0.177563027943,44.6640328967,0.120974,-18.8363578462,0.985325,-0.357900172144,103.034102596,69.6144,-3.90269,0.277296999878,3.88377
