AverageDiscountedReturn,AveragePolicySurr,AverageReturn,Iteration,AverageAction,StdReturn,AverageAbsQ,PolicyRegParamNorm,AverageEsReturn,MinReturn,AverageAbsY,AverageQLoss,MaxEsReturn,Epoch,AverageY,AverageAbsQYDiff,QFunRegParamNorm,StdEsReturn,AverageQ,MaxReturn,MinEsReturn
317.416788639,-190.804,3726.85537093,125,0.9633,1162.13420168,188.472,49.7263,2938.19105799,381.439546947,188.502155705,54.7926,2938.19105799,125,188.50203941,2.72673101753,61.1062,0.0,188.472,4472.45391758,2938.19105799
322.50838638,-192.51,3800.88724922,126,0.960609,1149.87009329,190.311,49.9006,2666.34937963,449.000796274,190.334851553,64.0214,2666.34937963,126,190.334370322,2.82648563685,61.4101,0.0,190.31,4473.22593522,2666.34937963
352.362697401,-193.798,4240.6487593,127,0.9595,235.339869573,191.585,50.109,2220.64610352,3689.10087708,191.602037147,53.7989,2220.64610352,127,191.601617511,2.67021146067,61.6184,0.0,191.585,4471.2253718,2220.64610352
313.28034554,-196.143,3862.84821616,128,0.949699,122.838418794,194.004,50.2566,2883.36979009,3618.21697634,194.033967482,67.8978,2883.36979009,128,194.033587359,2.87493360599,61.923,0.0,194.004,4047.91499659,2883.36979009
330.208743833,-197.283,3530.08586423,129,0.95733,995.561854447,195.184,50.355,2665.02053334,640.396503516,195.201705748,59.2607,2665.02053334,129,195.201235796,2.79666144392,62.1863,0.0,195.184,4247.76777416,2665.02053334
321.801200397,-200.671,3896.37755086,130,0.956517,176.79514791,198.383,50.5885,2738.54909435,3652.84952631,198.417748388,68.9754,2738.54909435,130,198.417529692,2.96119393339,62.4444,0.0,198.383,4226.05438312,2738.54909435
317.162850139,-202.99,3894.41180149,131,0.957147,127.004595994,200.718,50.7118,3176.53573433,3749.39241886,200.744841335,58.4868,3176.53573433,131,200.744611589,2.78136402606,62.7558,0.0,200.718,4185.42073874,3176.53573433
315.669344847,-204.705,3948.82129553,132,0.9736,202.11421264,202.427,50.9134,3002.18509669,3422.35205526,202.44452693,82.1903,3002.18509669,132,202.444210994,3.00081825394,62.9622,0.0,202.427,4140.20333752,3002.18509669
238.838318709,-206.913,2518.48874858,133,0.954221,1046.6651565,204.682,51.0956,2810.67662576,-187.105285377,204.70787196,66.2313,2810.67662576,133,204.707552003,2.81904721072,63.2078,0.0,204.682,3610.75077601,2810.67662576
321.987160034,-209.763,4033.41571397,134,0.957807,168.569556709,207.482,51.2858,3045.80401775,3682.5578891,207.517214915,82.7669,3045.80401775,134,207.516712587,3.00991912979,63.4992,0.0,207.482,4261.4556798,3045.80401775
356.885241905,-211.458,4402.80443188,135,0.961614,293.638960299,209.249,51.4846,2852.51781979,4025.43308009,209.257306806,56.0196,2852.51781979,135,209.257052297,2.74344956386,63.7028,0.0,209.249,4814.39167908,2852.51781979
338.433867323,-212.614,4218.20906766,136,0.945859,562.198806642,210.444,51.6334,2715.03677384,2663.30844838,210.480085317,74.6976,2715.03677384,136,210.479712456,3.00319444133,63.9973,0.0,210.444,4871.76741942,2715.03677384
360.61807021,-214.302,4598.64836081,137,0.955338,139.472528489,212.15,51.799,2638.70172579,4372.16042301,212.169584631,90.6463,2638.70172579,137,212.169339628,3.06485270717,64.24,0.0,212.15,4816.51210829,2638.70172579
312.792098077,-216.892,3893.33577782,138,0.951239,115.755579828,214.709,51.9069,3037.15311279,3680.21118541,214.731315843,63.8616,3037.15311279,138,214.731141073,2.79273180047,64.4427,0.0,214.709,4124.74450924,3037.15311279
318.009153326,-219.223,3799.08614245,139,0.95371,287.551209062,216.946,52.1088,2918.70272282,3283.9883358,216.963369745,75.3607,2918.70272282,139,216.963145673,2.93880908663,64.7194,0.0,216.946,4414.89314422,2918.70272282
347.592217274,-221.434,4286.29685334,140,0.953302,101.138037938,219.176,52.3234,2862.97976544,4156.9230046,219.197346419,54.6294,2862.97976544,140,219.19707544,2.73413246344,64.966,0.0,219.176,4444.6369789,2862.97976544
248.773859976,-222.729,2735.80687543,141,0.950704,881.278544649,220.449,52.559,2852.80307911,298.15176565,220.472929759,73.1318,2852.80307911,141,220.472723858,2.91893950324,65.199,0.0,220.449,3450.62319627,2852.80307911
275.928566225,-225.096,3545.52083473,142,0.953698,344.271614682,222.796,52.714,2732.65078964,2789.8019482,222.816948532,69.2945,2732.65078964,142,222.816623122,2.87558094711,65.4284,0.0,222.795,3945.82011399,2732.65078964
345.493833562,-228.076,3718.79094216,143,0.948376,987.85190294,225.756,52.8658,2806.17169082,1157.12764858,225.774973028,98.3464,2806.17169082,143,225.774770334,3.22874787083,65.6763,0.0,225.755,4473.72160392,2806.17169082
351.866905458,-229.717,4107.13814622,144,0.943478,451.476266406,227.415,53.119,2911.63447048,2907.59240618,227.447166925,83.5712,2911.63447048,144,227.446911176,3.07732588111,65.8886,0.0,227.415,4560.0905832,2911.63447048
352.848761318,-232.232,4087.85665605,145,0.948094,927.103422322,229.812,53.2208,3118.25889159,1315.18184683,229.841497154,107.771,3118.25889159,145,229.841358713,3.21569948403,66.1347,0.0,229.812,4510.65690905,3118.25889159
336.885213186,-233.209,3309.33227075,146,0.946777,1152.90651132,230.878,53.4126,2854.09462237,703.596439303,230.910510681,108.404,2854.09462237,146,230.910284341,3.2545160953,66.4158,0.0,230.878,4211.0757449,2854.09462237
352.109109277,-235.594,4228.58529595,147,0.95387,57.8675801728,233.166,53.5466,2849.0558252,4128.18840793,233.166832074,93.4322,2849.0558252,147,233.166445323,3.00998721696,66.6785,0.0,233.166,4338.171807,2849.0558252
360.169134665,-237.467,4372.97279466,148,0.955505,166.188750482,234.99,53.7199,3175.36104666,4067.61414703,235.036751685,70.2117,3175.36104666,148,235.03643952,3.00290279615,66.8879,0.0,234.99,4589.83137797,3175.36104666
320.986840155,-238.463,4038.11831045,149,0.950838,103.78790941,236.112,53.873,2810.45156794,3873.99548531,236.136393906,90.1376,2810.45156794,149,236.136110829,3.05301459991,67.1597,0.0,236.112,4226.34202736,2810.45156794
338.625646323,-239.91,3725.49284864,150,0.955574,840.564466584,237.621,54.0218,2856.47754113,1803.73706515,237.65712956,103.048,2856.47754113,150,237.656857038,3.22612269675,67.4255,0.0,237.621,4426.01817858,2856.47754113
338.433419392,-241.775,3954.19821303,151,0.947124,210.524566248,239.439,54.187,2851.15686609,3652.44452181,239.463071121,88.38,2851.15686609,151,239.462913502,3.03048103329,67.6472,0.0,239.439,4370.92583982,2851.15686609
307.111013825,-244.698,3716.05795118,152,0.936424,86.2285134739,242.422,54.3286,2948.32295797,3577.9776623,242.438667424,77.6435,2948.32295797,152,242.438372135,2.96910035601,67.8901,0.0,242.422,3844.70170795,2948.32295797
323.598998543,-246.592,4009.39303088,153,0.946696,58.6263839678,244.243,54.5148,2980.39658124,3903.99876839,244.267447765,86.9739,2980.39658124,153,244.267167379,3.03706545043,68.1222,0.0,244.243,4104.64759799,2980.39658124
342.834928537,-248.306,4358.32240641,154,0.947735,110.445335087,246.085,54.6612,2886.52746793,4168.019685,246.111658577,96.8138,2886.52746793,154,246.111391943,3.10737145468,68.3026,0.0,246.085,4552.33048711,2886.52746793
293.849888009,-251.287,2652.00902388,155,0.944343,1650.85690718,248.91,54.8443,3073.13276617,-190.975093241,248.953668116,129.434,3073.13276617,155,248.953510495,3.49892251714,68.5872,0.0,248.91,4097.95501612,3073.13276617
316.908622365,-252.611,3904.07607693,156,0.952357,180.040327798,250.241,54.9694,2843.84839108,3457.30100976,250.265137883,111.588,2843.84839108,156,250.264880443,3.28699901222,68.7936,0.0,250.241,4094.5978985,2843.84839108
314.171389725,-253.659,4028.94722637,157,0.955356,138.945477939,251.306,55.1299,2943.43378344,3784.21313636,251.323335821,83.8799,2943.43378344,157,251.323159712,2.97788201049,68.9522,0.0,251.306,4223.46628544,2943.43378344
349.165701434,-256.131,4290.07846629,158,0.948741,80.147177047,253.714,55.3109,2995.81714655,4159.95371465,253.74198883,77.5532,2995.81714655,158,253.741865306,2.94267971781,69.1247,0.0,253.714,4436.53701016,2995.81714655
360.119931388,-258.242,4420.9643157,159,0.938784,112.902572047,255.887,55.4421,2987.56755173,4139.63785136,255.912982631,115.783,2987.56755173,159,255.912680605,3.26003708594,69.3149,0.0,255.887,4526.77629362,2987.56755173
378.688022916,-258.096,4573.79058664,160,0.959093,283.578525569,255.858,55.6376,3085.93404621,4063.45537499,255.87242454,64.1014,3085.93404621,160,255.87217396,2.80451584469,69.4995,0.0,255.858,5007.69032621,3085.93404621
336.121744871,-260.604,3687.26576471,161,0.948816,1075.12269864,258.462,55.784,2617.34879383,497.603151654,258.493902465,91.2525,2617.34879383,161,258.49366893,3.18844530243,69.8314,0.0,258.461,4311.7233828,2617.34879383
315.77164092,-261.582,4107.71889579,162,0.94911,136.898305322,259.26,55.9544,3066.07993663,3877.41321312,259.2894955,128.201,3066.07993663,162,259.289197616,3.41440856237,70.028,0.0,259.26,4276.1301799,3066.07993663
335.680382502,-262.503,4277.24926296,163,0.96286,166.776262763,260.194,56.0746,2739.97220092,3917.35103715,260.218981309,113.561,2739.97220092,163,260.218591927,3.15574690718,70.2077,0.0,260.194,4484.69331824,2739.97220092
331.081243836,-265.73,4171.9887542,164,0.951987,214.588122743,263.357,56.3215,2907.27495656,3581.8533007,263.368171452,110.099,2907.27495656,164,263.367889823,3.19677611153,70.4173,0.0,263.357,4422.64666131,2907.27495656
326.529157279,-267.452,3904.3907171,165,0.952529,159.464344725,265.027,56.4526,2830.60448001,3626.53713905,265.073526785,116.932,2830.60448001,165,265.073163905,3.17150254137,70.6118,0.0,265.026,4100.45305202,2830.60448001
284.353315391,-268.283,3579.94614861,166,0.948555,79.7517946465,265.952,56.5864,2913.41458555,3371.01009821,265.96427649,115.953,2913.41458555,166,265.964017015,3.21452487247,70.8607,0.0,265.952,3660.99374703,2913.41458555
337.733988404,-271.062,4242.32467225,167,0.947478,336.061006645,268.789,56.8099,2788.11812018,3687.5161386,268.806398289,105.784,2788.11812018,167,268.806065151,3.17603420195,71.0355,0.0,268.789,4653.10305206,2788.11812018
328.074050973,-272.638,3866.94639472,168,0.962139,199.080453062,270.316,56.9154,2968.49960613,3598.81216419,270.342931151,90.6011,2968.49960613,168,270.342689608,3.03475157061,71.2318,0.0,270.316,4156.63653767,2968.49960613
324.61545705,-273.345,4034.92267373,169,0.952064,149.937947138,271.037,57.1026,2857.6371114,3681.80883541,271.061050676,123.961,2857.6371114,169,271.060891881,3.26865020703,71.4492,0.0,271.037,4296.61229941,2857.6371114
344.328995009,-274.613,3781.93509655,170,0.954789,1114.85014657,272.328,57.2432,2846.55277321,1017.6226847,272.348448448,89.2959,2846.55277321,170,272.348137798,3.0807673253,71.6484,0.0,272.328,4614.18171982,2846.55277321
301.162900033,-277.763,3741.2496378,171,0.95093,108.978438235,275.437,57.3743,2952.79879978,3616.37775978,275.445515061,108.121,2952.79879978,171,275.445215188,3.16894608565,71.8232,0.0,275.437,3984.29218881,2952.79879978
299.86108657,-277.913,3549.78940414,172,0.958537,329.688692425,275.62,57.5807,2772.7426753,3086.88893487,275.660238189,119.102,2772.7426753,172,275.660102539,3.30917629854,72.1251,0.0,275.62,4346.78087268,2772.7426753
358.685684924,-280.41,4401.06921725,173,0.961831,92.5695689919,278.036,57.76,2824.38627132,4298.54697378,278.071187834,107.109,2824.38627132,173,278.071023765,3.15649587682,72.3805,0.0,278.036,4580.20214765,2824.38627132
288.717297031,-282.703,3699.0732526,174,0.954909,376.90309293,280.408,57.9711,2821.26579599,3054.87329419,280.427974856,125.203,2821.26579599,174,280.427753945,3.34486898563,72.6274,0.0,280.408,4257.46932816,2821.26579599
373.924177618,-283.635,4391.45834923,175,0.948436,168.503588715,281.391,58.1567,2104.88068614,4043.07316553,281.406889737,123.841,2104.88068614,175,281.406768805,3.38364385184,72.7676,0.0,281.389,4608.17065948,2104.88068614
318.8980396,-283.824,3838.19997165,176,0.951851,1381.90030099,281.559,58.3857,2408.36338746,-276.540375886,281.587019075,125.013,2408.36338746,176,281.58687828,3.36998495131,72.979,0.0,281.559,4424.97843085,2408.36338746
349.232174371,-285.671,4214.65513322,177,0.948646,750.070031482,283.359,58.5462,2987.57323393,2041.08852916,283.394404892,101.455,2987.57323393,177,283.394116933,3.26995486863,73.2095,0.0,283.359,4810.12312141,2987.57323393
370.844705013,-286.596,4715.97712256,178,0.943855,236.176797282,284.162,58.7155,2814.50271994,4409.05922509,284.177784465,132.508,2814.50271994,178,284.177584701,3.28197866561,73.3885,0.0,284.162,5117.10422144,2814.50271994
295.434106125,-288.367,3636.51074873,179,0.955306,51.2851848885,286.087,58.8833,2872.41444849,3553.77675114,286.116935554,124.915,2872.41444849,179,286.11671205,3.3146125687,73.5492,0.0,286.087,3726.85532589,2872.41444849
286.704366619,-289.384,3229.11306435,180,0.962034,815.630053374,287.094,59.0138,3002.60453094,1404.44823881,287.120097529,117.303,3002.60453094,180,287.12000667,3.26062399064,73.6924,0.0,287.094,3977.34666685,3002.60453094
316.922768004,-291.825,3774.46374314,181,0.960721,1405.63404249,289.71,59.0929,2320.99536116,-401.460667288,289.737410153,145.507,2320.99536116,181,289.737135214,3.44766045377,73.982,0.0,289.71,4508.99207597,2320.99536116
334.687333711,-291.848,4094.7054452,182,0.957003,128.301582638,289.659,59.1854,2729.67759776,3936.63935819,289.686903133,138.669,2729.67759776,182,289.686701697,3.37132821042,74.2075,0.0,289.659,4350.3087835,2729.67759776
292.754773104,-293.507,3616.01486536,183,0.971478,848.281133094,291.247,59.2986,3103.34672612,1156.07709569,291.269282145,133.419,3103.34672612,183,291.269131759,3.33333175049,74.4489,0.0,291.247,4383.92271091,3103.34672612
331.869776175,-294.382,4226.98493641,184,0.957256,173.403372579,292.173,59.4579,2754.10341318,4007.493976,292.184039066,119.915,2754.10341318,184,292.183746849,3.26602362975,74.6215,0.0,292.173,4450.52438938,2754.10341318
347.56768135,-295.328,4331.09799307,185,0.961802,67.5646024782,293.004,59.6028,2825.25431653,4236.51298033,293.033512008,105.055,2825.25431653,185,293.03310969,3.20490979624,74.8403,0.0,293.004,4428.53851109,2825.25431653
310.189885031,-296.978,3835.7944862,186,0.950987,195.831027071,294.552,59.6986,3102.30537614,3496.14041269,294.581491262,145.996,3102.30537614,186,294.581304999,3.58823648604,75.0667,0.0,294.552,4115.68875291,3102.30537614
298.741665955,-299.238,3623.50782783,187,0.956916,227.198742008,296.884,59.8489,2829.80370961,3236.18454355,296.910269335,114.025,2829.80370961,187,296.910016104,3.21573891402,75.2559,0.0,296.884,3960.61286578,2829.80370961
305.120997672,-299.042,4026.45057304,188,0.960321,198.970869432,296.633,60.0129,2886.67760847,3532.77227103,296.650909345,115.319,2886.67760847,188,296.650652184,3.18500147918,75.3968,0.0,296.633,4230.03194465,2886.67760847
333.077207769,-300.289,4036.20927466,189,0.934424,94.8924491476,297.906,60.2115,2978.21775573,3923.12185762,297.937213003,127.808,2978.21775573,189,297.936961444,3.27670828931,75.5297,0.0,297.906,4198.33985222,2978.21775573
335.3523713,-302.377,4029.71879174,190,0.960928,1418.17396823,300.167,60.3794,2771.4304935,-183.790362699,300.182217539,131.704,2771.4304935,190,300.18211337,3.35632397514,75.6945,0.0,300.167,4903.07738905,2771.4304935
333.866863488,-303.991,4010.0188351,191,0.965287,403.852136646,301.608,60.5673,3070.60760048,3180.45388044,301.61642262,127.333,3070.60760048,191,301.616319834,3.2976207109,75.937,0.0,301.608,4525.40762515,3070.60760048
362.877148514,-304.84,4356.04797534,192,0.963545,121.779021902,302.424,60.6889,3282.58530214,4104.13090753,302.47209221,111.073,3282.58530214,192,302.472014333,3.18425780233,76.0908,0.0,302.424,4527.93687183,3282.58530214
274.290063978,-306.895,3905.65120707,193,0.95346,212.822954069,304.419,60.8322,2943.83375574,3551.69410881,304.434144387,138.925,2943.83375574,193,304.433974154,3.40094622115,76.2972,0.0,304.419,4328.29770025,2943.83375574
304.012946232,-307.901,3643.20035101,194,0.935653,87.5874608533,305.502,60.9168,2669.89300684,3486.65696653,305.541848517,172.755,2669.89300684,194,305.541729788,3.70906499504,76.4895,0.0,305.502,3823.97546127,2669.89300684
296.889140427,-309.5,4144.28329857,195,0.972314,516.310092179,307.123,61.0457,3061.77561359,3091.07554292,307.148052511,116.79,3061.77561359,195,307.14793843,3.21995460241,76.6212,0.0,307.123,5179.15832414,3061.77561359
295.976494577,-309.728,3804.71885666,196,0.963465,371.390918359,307.236,61.1144,2959.63075273,3253.19447812,307.257314326,166.182,2959.63075273,196,307.257111207,3.68249614427,76.8177,0.0,307.236,4601.11954352,2959.63075273
274.288942569,-312.14,3430.42381577,197,0.973761,270.437374384,309.667,61.2811,2763.39126391,2988.65255427,309.700339956,150.486,2763.39126391,197,309.700047828,3.4756660022,76.9747,0.0,309.667,3970.04364973,2763.39126391
326.936744329,-313.221,3939.84163826,198,0.962135,83.3291117481,310.783,61.4244,1842.43003414,3718.95691241,310.798665472,112.142,1842.43003414,198,310.798373849,3.1821204375,77.1672,0.0,310.783,4039.06149493,1842.43003414
284.399065203,-315.038,3110.35604755,199,0.957274,1671.88365589,312.668,61.5418,2919.42386744,-766.059007866,312.70794933,161.483,2919.42386744,199,312.707726065,3.58218376089,77.4396,0.0,312.668,4336.63501863,2919.42386744
328.325421158,-314.919,3373.25069015,200,0.959171,1656.59601528,312.471,61.6123,2847.71671792,-259.432829894,312.487741536,117.743,2847.71671792,200,312.487507531,3.24202572667,77.6571,0.0,312.471,4420.81527729,2847.71671792
341.821445771,-318.06,4110.91617845,201,0.963214,299.945043396,315.677,61.7409,2947.14395162,3434.84490388,315.709325232,149.942,2947.14395162,201,315.709194797,3.38955542912,77.788,0.0,315.677,4524.73800278,2947.14395162
266.504982119,-317.683,2817.36310481,202,0.955833,1978.15933352,315.32,61.8216,2901.48665338,-636.749163666,315.332006588,130.358,2901.48665338,202,315.331802216,3.38466516232,77.8921,0.0,315.32,4408.09524843,2901.48665338
307.382731307,-319.568,3464.78436616,203,0.957004,1050.58733328,317.288,61.9169,2865.68031701,684.938600297,317.314317508,149.133,2865.68031701,203,317.314137417,3.53937407546,78.0956,0.0,317.288,4244.59178614,2865.68031701
333.043871844,-320.318,3124.18207241,204,0.958223,1268.3978342,318.05,62.03,3057.63610097,606.30457657,318.084554935,146.969,3057.63610097,204,318.084304863,3.50272846424,78.2479,0.0,318.05,4300.35968581,3057.63610097
351.539155755,-321.765,4299.22049894,205,0.959375,112.686027585,319.427,62.1379,2956.29415701,4070.16907377,319.461663894,141.889,2956.29415701,205,319.461422686,3.43165127169,78.3406,0.0,319.427,4453.41052415,2956.29415701
288.147185736,-322.891,3628.99955113,206,0.9412,467.157103469,320.658,62.3262,2895.48991614,2290.85642785,320.682907324,146.792,2895.48991614,206,320.682754213,3.49347597241,78.5379,0.0,320.658,3954.1131266,2895.48991614
315.397667863,-322.68,3954.32237843,207,0.953639,193.168873813,320.438,62.5419,2607.29651453,3633.87221707,320.455382967,154.75,2607.29651453,207,320.455121756,3.59343439906,78.6809,0.0,320.438,4255.53118095,2607.29651453
253.64343273,-324.381,3126.13882709,208,0.956117,321.692689275,321.999,62.6553,2920.96642722,2768.68770257,322.028291915,138.917,2920.96642722,208,322.028013474,3.44751751452,78.9044,0.0,321.999,3827.62537535,2920.96642722
294.220056324,-324.752,3526.68963794,209,0.957586,846.527755133,322.37,62.7905,2705.63853344,1035.94469792,322.3998938,172.445,2705.63853344,209,322.3994633,3.68624858836,79.15,0.0,322.37,4014.56640244,2705.63853344
311.145607104,-326.861,3686.5270414,210,0.961735,168.684891305,324.503,62.9337,3037.87136688,3453.69095425,324.512399508,102.676,3037.87136688,210,324.51227238,3.08206473531,79.2955,0.0,324.503,3953.18202924,3037.87136688
302.386988598,-328.564,3695.92344209,211,0.932266,80.8563470189,326.236,63.0165,2728.43279416,3566.75278863,326.247201565,168.548,2728.43279416,211,326.246740856,3.59294350592,79.4614,0.0,326.236,3817.8545265,2728.43279416
292.835643232,-329.433,3953.54507532,212,0.959317,264.639592009,327.117,63.1197,2736.68727506,3661.20469009,327.152459529,158.974,2736.68727506,212,327.152320723,3.52842690206,79.5797,0.0,327.117,4432.63444837,2736.68727506
337.466917622,-328.325,4126.16785717,213,0.934944,61.8462466938,326.051,63.1787,2788.24725998,4049.61795898,326.072907353,179.36,2788.24725998,213,326.072581195,3.67232528442,79.8331,0.0,326.051,4241.66044481,2788.24725998
297.880694798,-331.267,3870.18369469,214,0.961596,225.825528491,328.95,63.3155,2907.95471365,3490.44699081,328.973112162,117.316,2907.95471365,214,328.972990302,3.23623477136,79.979,0.0,328.95,4291.24578591,2907.95471365
311.416330003,-332.991,4070.03816785,215,0.960831,321.958035749,330.61,63.3889,2513.24106355,3618.49573419,330.630612224,134.421,2513.24106355,215,330.630443061,3.36534459295,80.2032,0.0,330.61,4542.99628694,2513.24106355
350.127384604,-334.301,4490.92025466,216,0.950892,122.896628179,331.921,63.6334,2983.40865951,4292.66814526,331.946317475,119.656,2983.40865951,216,331.946167793,3.33547524161,80.312,0.0,331.921,4728.28964507,2983.40865951
340.621759082,-333.999,4037.91239351,217,0.952811,157.249154496,331.83,63.7702,2961.63767999,3776.0098595,331.846862714,116.522,2961.63767999,217,331.846698393,3.35996967878,80.5124,0.0,331.83,4359.33589501,2961.63767999
277.755906027,-334.946,3472.09174054,218,0.959818,349.387190375,332.723,63.8282,2874.17111127,2871.23802244,332.753137288,173.789,2874.17111127,218,332.752955468,3.70934800577,80.7214,0.0,332.723,3966.79835494,2874.17111127
290.325384562,-335.691,3533.63207228,219,0.954122,247.494425552,333.315,63.9883,2191.39525068,3088.07272363,333.347860676,144.734,2191.39525068,219,333.347806897,3.42970526039,80.8631,0.0,333.315,3878.98995684,2191.39525068
293.68670436,-336.997,2981.49831871,220,0.964253,1510.9061017,334.714,64.1538,2828.29839155,-343.883754392,334.727114756,164.945,2828.29839155,220,334.726873858,3.62191689305,80.9984,0.0,334.714,4193.68155516,2828.29839155
296.426180649,-337.397,3621.48471077,221,0.949747,70.776462779,335.121,64.2502,2954.34443298,3493.14392412,335.130925146,148.347,2954.34443298,221,335.130702521,3.47287180294,81.2221,0.0,335.121,3724.1713573,2954.34443298
339.837323346,-337.757,4268.40835975,222,0.967313,270.226177448,335.472,64.3418,3137.5461268,3832.5949249,335.505106589,162.273,3137.5461268,222,335.504978843,3.48316122525,81.4045,0.0,335.472,4604.32634692,3137.5461268
297.401842538,-339.353,3589.35868657,223,0.96596,367.982618325,337.137,64.5195,2906.2809868,2675.08366492,337.168539368,154.838,2906.2809868,223,337.168214219,3.41444618324,81.5872,0.0,337.137,4038.42740687,2906.2809868
349.488422232,-339.892,4345.56797186,224,0.958931,203.062425465,337.58,64.6639,2581.83797117,3866.45776867,337.595903452,147.298,2581.83797117,224,337.595804506,3.52310160911,81.7472,0.0,337.58,4581.5528951,2581.83797117
315.864326169,-342.002,3982.0477258,225,0.939751,61.9111932614,339.758,64.7526,2825.88192121,3847.01631165,339.776169775,142.657,2825.88192121,225,339.776035593,3.43851566532,81.8737,0.0,339.758,4065.21501519,2825.88192121
302.040685998,-341.311,1924.51861616,226,0.970886,1677.64001553,339.168,64.8642,2884.1782228,-100.630369866,339.211166069,185.586,2884.1782228,226,339.211005861,3.59822379604,81.9853,0.0,339.168,3877.42946974,2884.1782228
283.413636203,-343.129,3700.46942969,227,0.96273,315.776767255,340.966,64.9896,2846.29460611,3146.76983867,340.940388238,144.906,2846.29460611,227,340.940056596,3.324737882,82.0967,0.0,340.966,4379.06038792,2846.29460611
343.763246985,-344.072,4241.23234907,228,0.965601,205.775190252,341.838,65.0703,3043.54357369,3881.36591252,341.886508369,161.937,3043.54357369,228,341.886359225,3.55632574383,82.3166,0.0,341.838,4516.3591596,3043.54357369
339.050695837,-344.387,4214.01687687,229,0.963758,127.957035657,342.141,65.2458,2852.50348237,3984.93730827,342.166374577,125.605,2852.50348237,229,342.166149367,3.29068625967,82.403,0.0,342.141,4383.97561598,2852.50348237
355.575992495,-346.31,4380.19321401,230,0.960299,83.2222044305,344.129,65.4772,3059.94416661,4283.0725125,344.142315169,134.064,3059.94416661,230,344.141905477,3.36824246978,82.5273,0.0,344.129,4540.82939571,3059.94416661
368.703740394,-346.597,4400.5407535,231,0.964758,231.970500903,344.561,65.5872,2849.55558519,4038.89338796,344.597198552,170.682,2849.55558519,231,344.596941421,3.58213001901,82.68,0.0,344.561,4743.36708816,2849.55558519
305.580452356,-347.756,4170.08122689,232,0.959128,212.674154576,345.618,65.7422,3094.44265425,3877.93654788,345.630447541,163.729,3094.44265425,232,345.630344483,3.51774199174,82.8611,0.0,345.618,4617.39648441,3094.44265425
326.640530906,-347.844,4200.03933852,233,0.961548,73.2765916945,345.657,65.9202,2962.23422368,4038.49906804,345.684112719,166.396,2962.23422368,233,345.683970635,3.58684548023,83.0095,0.0,345.657,4290.85665674,2962.23422368
338.601173454,-349.035,4348.0409079,234,0.96219,176.414482958,346.745,66.0449,2687.27558439,4038.25131226,346.767246301,145.242,2687.27558439,234,346.7671884,3.41052149994,83.1078,0.0,346.745,4515.8610703,2687.27558439
335.895207365,-349.85,4201.86514796,235,0.964811,221.263826564,347.491,66.198,2709.46976366,3780.43576353,347.52039783,129.721,2709.46976366,235,347.520260467,3.29143323687,83.2842,0.0,347.491,4578.11133247,2709.46976366
381.962203248,-350.219,4629.79681937,236,0.96661,147.102737917,347.947,66.289,2976.20074351,4278.92310855,347.974400371,167.698,2976.20074351,236,347.974283283,3.55356340178,83.437,0.0,347.947,4818.10516763,2976.20074351
340.16894534,-352.296,4090.88676114,237,0.967358,130.113420245,350.021,66.3436,2887.62209687,3807.14671958,350.023800909,172.868,2887.62209687,237,350.023618677,3.48859407527,83.5748,0.0,350.021,4227.78392304,2887.62209687
346.426679195,-352.286,4000.45874492,238,0.96113,1021.58325413,350.062,66.4419,2854.95743089,973.527362765,350.088470695,80.9058,2854.95743089,238,350.088422829,2.99988687977,83.7149,0.0,350.062,4724.62178274,2854.95743089
338.419135644,-352.711,3904.98905589,239,0.95181,1347.5520191,350.474,66.5499,3013.48962676,-63.3815967516,350.501574975,151.352,3013.48962676,239,350.501438141,3.51591005954,83.8034,0.0,350.474,4686.18636015,3013.48962676
334.812888101,-352.627,4149.08229455,240,0.948603,115.932413959,350.395,66.6794,2862.42845947,3942.29961807,350.411160237,126.905,2862.42845947,240,350.410996084,3.34104991952,83.9799,0.0,350.395,4312.86415939,2862.42845947
371.725923479,-355.198,4501.75620778,241,0.970115,88.9064707514,352.923,66.8793,3069.97779196,4387.61180555,352.948522863,170.725,3069.97779196,241,352.948246584,3.66042178554,84.2027,0.0,352.923,4641.20342867,3069.97779196
332.677577479,-354.865,4068.22482169,242,0.966791,72.1282688278,352.62,66.9754,3023.19710377,3921.27634426,352.640855745,198.527,3023.19710377,242,352.640621184,3.72628748838,84.4159,0.0,352.62,4174.33711018,3023.19710377
354.370111404,-356.809,4370.49102958,243,0.960413,107.719386461,354.508,67.1363,2838.67721737,4170.16168762,354.533697114,193.306,2838.67721737,243,354.533523331,3.70337544371,84.5839,0.0,354.508,4555.32362815,2838.67721737
335.95423923,-356.909,4286.94740605,244,0.963542,135.563478603,354.76,67.2912,3254.6872798,4002.20114019,354.78572465,170.284,3254.6872798,244,354.785531059,3.50368847221,84.7293,0.0,354.76,4468.15424814,3254.6872798
345.463290263,-356.619,4290.88879044,245,0.955808,131.831408022,354.48,67.4815,3007.3769652,4094.27757531,354.497118181,170.471,3007.3769652,245,354.497004782,3.52003773542,84.8463,0.0,354.48,4521.6017892,3007.3769652
354.06001559,-357.106,4168.98850226,246,0.969702,788.662966885,354.983,67.5727,2953.8573013,1826.96453463,355.004898225,122.125,2953.8573013,246,355.00472529,3.23214396069,84.9086,0.0,354.983,4627.9912722,2953.8573013
